"Trial","task_condition","RT","LinguisticSimilarity","VisualSimilarity_VGGF_L7","LgSUBTLWF.prime","LgSUBTLWF.target","Length.prime","Length.target","OLD.prime","OLD.target","PLD.prime","PLD.target","NSyll.prime","NSyll.target","LgSUBTLCD.prime","LgSUBTLCD.target"
"ZEBRA_DONKEY","LDT_short",643.1875,0.21531,0.71827,2.111,2.438,5,6,2.6,2.3,2.7,1.95,2,2,1.771,2.212
"HATCH_DOOR","LDT_short",588.3871,0.32954,0.62505,2.816,4.173,5,4,1.5,1.55,1.35,1,1,1,2.413,3.723
"DOUGH_DOUGHNUT","LDT_short",785.5625,0.28423,0.91256,2.909,2.334,5,8,1.7,3.45,1,2.9,1,2,2.611,2.212
"WEAR_DRESS","LDT_short",597.875,0.64417,0.95439,3.746,3.648,4,5,1.05,1.75,1,1.65,1,1,3.495,3.34
"ALCOHOL_DRINK","LDT_short",672.0303,0.5243,0.9588,2.927,4.101,7,5,3.35,1.75,3.7,1.7,3,1,2.77,3.639
"VAN_DRIVE","LDT_short",677.2188,0.27475,0.75263,3.422,3.893,3,5,1.4,1.65,1,1.6,1,1,2.962,3.57
"TRUCK_DRIVER","LDT_short",635.4242,0.55986,0.59298,3.57,3.383,5,6,1.65,1.6,1.5,1.8,1,2,3.192,3.146
"MONGOOSE_DUCK","LDT_short",638.5938,0.20712,0.67459,1.532,3.102,8,4,3.4,1.35,2.95,1,2,1,1.322,2.848
"HUSK_ELEPHANT","LDT_short",602.3438,0.14023,0.66929,1.342,2.764,4,8,1.6,3.25,1.6,2.5,1,3,1.23,2.498
"BOSS_EMPLOYER","LDT_short",768.7813,0.3059,0.64172,3.802,2.439,4,8,1.5,2.45,1.15,2.6,1,2,3.368,2.316
"POWDER_FACE","LDT_short",554.9375,0.3069,0.73045,2.913,4.169,6,4,1.8,1.2,1.5,1,2,1,2.719,3.749
"STAND_FALL","LDT_short",557.5938,0.37904,0.5719,4.062,3.781,5,4,1.7,1.3,1.4,1,1,1,3.692,3.522
"HOME_FAMILY","LDT_short",688.8438,0.49699,0.82284,4.596,4.257,4,6,1.35,2.2,1,2.25,1,3,3.872,3.728
"FOOTBALL_FIELD","LDT_short",718.375,0.3743,0.69393,3.282,3.554,8,5,2.85,1.75,2.7,1.05,2,1,2.907,3.283
"LOVER_FIGHTER","LDT_short",674.0606,0.32557,0.55764,3.133,2.815,5,7,1.2,1.95,1.7,1.2,2,2,2.948,2.566
"REEL_FILM","LDT_short",606.7273,0.34382,0.9147,2.223,3.522,4,4,1.35,1.75,1,1.55,1,1,2.045,3.006
"ENGINE_FIRE","LDT_short",589.0938,0.32062,0.60197,3.211,4.041,6,4,2.2,1.1,2.35,1,2,1,2.907,3.596
"MAILBOX_FLAG","LDT_short",712.5938,0.070116,0.71646,2.328,2.951,7,4,2.85,1.45,3.25,1.5,2,1,2.201,2.697
"TREAD_FLOAT","LDT_short",789.875,0.17415,0.73781,2.068,2.582,5,5,1.65,1.75,1.4,1.3,1,1,1.973,2.49
"BOTTOM_FLOOR","LDT_short",756.7188,0.35616,0.54965,3.406,3.71,6,5,2.35,1.85,1.9,1.45,2,1,3.25,3.437
"FLAP_FLOP","LDT_short",835.375,0.20011,0.62408,2.134,2.075,4,4,1.4,1.5,1.4,1.45,1,1,2.025,1.964
"OBOE_FLUTE","LDT_short",789.6563,0.56733,0.94402,1.279,2.037,4,5,2,1.75,1.8,1.4,2,1,1,1.857
"NAPKIN_FOLD","LDT_short",663.25,0.40383,0.63011,2.267,2.644,6,4,2.8,1.35,2.8,1,2,1,2.14,2.506
"NOTEBOOK_FOLDER","LDT_short",611.0938,0.29774,0.89461,2.373,1.924,8,6,3.45,1.55,3.1,1.55,2,2,2.093,1.792
"VEGETABLE_FOOD","LDT_short",606.9375,0.32307,0.94473,2.465,3.896,9,4,2.9,1.45,3.55,1.15,3,1,2.378,3.557
"SPATULA_FORK","LDT_short",606.0625,0.34975,0.95534,1.756,2.654,7,4,2.9,1.45,3.3,1.15,3,1,1.505,2.501
"MINK_FOX","LDT_short",654.4848,0.42659,0.57085,2.279,3.043,4,3,1.15,1.6,1.2,1.3,1,1,1.892,2.613
"GLASSES_FRAME","LDT_short",595.6129,0.2348,0.76979,3.228,2.857,7,5,1.85,1.75,1.75,1.5,2,1,3.004,2.723
"FOE_FRIEND","LDT_short",638,0.31905,0.83023,1.978,4.33,3,6,1.3,1.85,1,1.7,1,1,1.887,3.791
"LEMON_FRUIT","LDT_short",610.6875,0.26313,0.94766,2.788,3.045,5,5,1.85,1.9,1.7,1.6,2,1,2.538,2.855
"VANILLA_FUDGE","LDT_short",626.7097,0.36775,0.68052,2.31,2.269,7,5,2.9,1.85,2.8,1.9,3,1,2.17,2.09
"ANTIQUE_FURNITURE","LDT_short",691.7813,0.49512,0.6989,2.491,2.886,7,9,2.75,3.6,2.25,3.6,2,3,2.396,2.732
"HERB_GARDEN","LDT_short",659.7813,0.39037,0.76652,2.406,3.132,4,6,1.65,1.85,1.6,1.75,1,2,2.13,2.925
"BRANDY_GIN","LDT_short",701.3438,0.51984,0.97599,2.754,2.76,6,3,1.85,1.25,1.95,1.3,2,1,2.459,2.502
"BRACELET_GIRL","LDT_short",667.875,0.29112,0.73009,2.601,4.454,8,4,2.95,1.85,2.8,1.6,2,1,2.288,3.788
"SHADE_GLASSES","LDT_short",731.0313,0.24243,0.61562,2.484,3.228,5,7,1.5,1.85,1,1.75,1,2,2.403,3.004
"JELLY_GRAPE","LDT_short",625.0313,0.18514,0.8788,2.561,2.312,5,5,1.7,1.4,1.45,1.05,2,1,2.382,2.14
"PASTURE_GRASS","LDT_short",668.5806,0.3818,0.88995,1.898,2.933,7,5,2,1.55,1.85,1.15,2,1,1.826,2.741
"BAR_GRILL","LDT_short",653,0.3574,0.76605,3.642,2.358,3,5,1,1.8,1,1.3,1,1,3.346,2.26
"CAMP_GROUND","LDT_short",582.4516,0.20328,0.73991,3.417,3.568,4,6,1.2,1.8,1.3,1.5,1,1,3.039,3.355
"PALACE_GUARD","LDT_short",703.1563,0.34799,0.69444,2.991,3.473,6,5,1.85,1.95,1.35,1.25,2,1,2.643,3.196
"BASE_GUITAR","LDT_short",666.4063,0.005744,0.82043,3.256,2.901,4,6,1,2.8,1,2.65,1,2,3.005,2.534
"CANDY_GUM","LDT_short",622.4375,0.41194,0.91477,3.261,2.835,5,3,1.65,1.3,1.1,1.05,2,1,2.956,2.646
"COLT_GUN","LDT_short",588.3548,0.32607,0.91202,2.428,4.036,4,3,1.35,1.25,1.3,1,1,1,1.919,3.474
"ONION_HAMBURGER","LDT_short",575.0645,0.25237,0.851,2.337,2.6,5,9,1.85,3.75,2.2,4.7,2,3,2.185,2.394
"CARPENTER_HAMMER","LDT_short",717.1563,0.29317,0.74103,2.487,2.804,9,6,3.05,1.9,3.05,1.55,3,2,2.09,2.598
"FELT_HAND","LDT_short",612.8125,0.27384,0.77848,3.786,4.154,4,4,1.6,1.35,1.4,1.1,1,1,3.525,3.745
"BANDANNA_HAT","LDT_short",627.4516,0.51885,0.91948,1.342,3.515,8,3,3.3,1,3.1,1,3,1,1.114,3.238
"WHEAT_HAY","LDT_short",887.3548,0.37902,0.72599,2.468,2.513,5,3,1.8,1,1.6,1,1,1,2.31,2.303
"INCLINE_HILL","LDT_short",628.3438,0.33888,0.97763,1.301,3.282,7,4,2.6,1.05,2.65,1,2,1,1.279,2.964
"STALL_HOLD","LDT_short",674.625,0.2989,0.68256,2.661,4.348,5,4,1.65,1.3,1.3,1,1,1,2.526,3.81
"CATTLE_HORSE","LDT_short",802.25,0.41724,0.95442,2.829,3.676,6,5,1.8,1.55,1.3,1.2,2,1,2.423,3.198
"STOCKING_HOSE","LDT_short",737.3125,0.12009,0.95985,2.13,2.615,8,4,1.75,1.1,1.65,1,2,1,2.033,2.471
"LOUNGE_HOTEL","LDT_short",690.25,0.28541,0.67126,2.604,3.721,6,5,1.8,1.85,1.95,2.45,1,2,2.438,3.306
"GRAY_HOUND","LDT_short",726.375,0.13486,0.76271,3.033,2.412,4,5,1.45,1.6,1,1.3,1,1,2.732,2.225
"RACE_HUMAN","LDT_short",652.9688,0.38639,0.76819,3.499,3.804,4,5,1,1.9,1,1.8,1,2,3.063,3.467
"BLENDER_ICE","LDT_short",583.8125,0.23294,0.56905,1.935,3.608,7,3,1.8,1.45,1.75,1,2,1,1.778,3.296
"HORN_INSTRUMENT","LDT_short",704.2813,0.2704,0.90207,3.032,2.617,4,10,1.5,3.4,1,2.75,1,3,2.769,2.497
"WRINKLE_IRON","LDT_short",715.0625,0.092237,0.44399,1.987,2.962,7,4,2.1,1.7,1.75,1.85,2,1,1.914,2.795
"SWEATER_JACKET","LDT_short",710.7813,0.58598,0.89735,2.848,3.232,7,6,1.8,1.85,1.7,2,2,2,2.669,2.988
"MINT_JELLY","LDT_short",654.3939,0.29912,0.8475,2.444,2.561,4,5,1.4,1.7,1.25,1.45,1,2,2.312,2.382
"BEETLE_JUICE","LDT_short",563.1935,0.18344,0.66535,2.025,3.137,6,5,1.95,1.9,1.7,1.55,2,1,1.763,2.92
"STORAGE_KEEP","LDT_short",698.4063,0.20998,0.63938,2.656,4.554,7,4,2.55,1.5,2.5,1,2,1,2.514,3.879
"RELISH_KETCHUP","LDT_short",618.0323,0.23776,0.93563,1.987,2.493,6,7,2,3.1,1.85,2.9,2,2,1.919,2.281
"PIANO_KEY","LDT_short",577.875,0.2954,0.81115,3.103,3.647,5,3,1.95,1.8,2.1,1,3,1,2.777,3.336
"CONVICT_KILLER","LDT_short",577.8485,0.40268,0.60617,2.512,3.506,7,6,2.35,1.75,2.45,1.4,2,2,2.322,3.147
"STOVE_KITCHEN","LDT_short",593.5313,0.46662,0.82585,2.589,3.474,5,7,1.55,2.4,1.55,2.15,1,2,2.452,3.259
"SHOE_LACE","LDT_short",734.25,0.339,0.70677,3.191,2.279,4,4,1.4,1.1,1,1,1,1,2.951,2.137
"EWE_LAMB","LDT_short",716.4839,0.42475,0.97554,1.23,2.735,3,4,1.7,1.65,1,1,1,1,0.845,2.509
"BRICK_LAYER","LDT_short",716.6774,0.17744,0.62008,2.716,2.279,5,5,1.6,1.7,1.15,1.65,1,1,2.408,2.188
"SOUR_LEMON","LDT_short",633.125,0.35876,0.83562,2.474,2.788,4,5,1.3,1.85,1.35,1.7,1,2,2.4,2.538
"ICEBERG_LETTUCE","LDT_short",761.8438,0.23937,0.52846,1.968,2.24,7,7,3.75,2.9,3.85,1.8,2,2,1.909,2.093
"STOPPER_LID","LDT_short",682.5938,0.27002,0.78323,1.431,2.401,7,3,1.9,1.15,1.9,1,2,1,1.279,2.342
"SHORE_LINE","LDT_short",640.375,0.24271,0.5208,3.006,4.022,5,4,1.15,1,1,1,1,1,2.659,3.657
"COUGAR_LION","LDT_short",609.7813,0.31067,0.91529,2.013,2.894,6,4,2.65,1.7,1.9,1.55,2,1,1.544,2.517
"SHRIMP_LOBSTER","LDT_short",623.6774,0.49088,0.89403,2.648,2.574,6,7,2.35,1.95,1.9,2.45,1,2,2.393,2.305
"VAULT_LOCK","LDT_short",618.8065,0.35467,0.74743,2.789,3.46,5,4,1.9,1.05,1.65,1,1,1,2.377,3.271
"SUITCASE_LUGGAGE","LDT_short",635.5455,0.65234,0.98293,2.835,2.754,8,7,3.1,2.95,3.2,2.7,2,2,2.571,2.574
"PICNIC_LUNCH","LDT_short",670.4848,0.50092,0.6727,2.776,3.725,6,5,2.7,1.65,2.5,1.7,2,1,2.593,3.421
"NEWSSTAND_MAGAZINE","LDT_short",724.2581,0.52949,0.818,1.732,3.229,9,8,3.9,2.95,3.75,3.7,2,3,1.633,2.933
"APRON_MAID","LDT_short",648.2188,0.33584,0.74391,2.137,3.066,5,4,1.85,1.5,1.9,1,2,1,2.033,2.789
"PACKAGE_MAIL","LDT_short",663.4688,0.25417,0.74785,3.066,3.274,7,4,2.7,1.1,2.15,1,2,1,2.849,3.046
"MALE_MAN","LDT_short",612.25,0.29702,0.96814,3.239,4.974,4,3,1,1,1,1,1,1,3.044,3.906
"CHANNEL_MARKER","LDT_short",707.5313,0.076037,0.81413,3.095,2.428,7,6,2.05,1.7,1.75,1.7,2,2,2.861,2.207
"FLEA_MARKET","LDT_short",620.3125,0.36974,0.47502,2.23,3.267,4,6,1.7,1.85,1,1.8,1,2,2.045,3.075
"CREAM_MILK","LDT_short",628.9063,0.4602,0.86396,3.395,3.337,5,4,1.65,1.5,1.3,1.55,1,1,3.129,3.101
"IMAGE_MIRROR","LDT_short",588.8438,0.39233,0.84314,3.063,3.091,5,6,1.95,2.5,2.15,1.8,2,1,2.913,2.941
"FRIAR_MONK","LDT_short",707.5625,0.39193,0.93057,1.949,2.576,5,4,1.85,1.7,1.6,1.4,1,1,1.505,2.179
"WRENCH_MONKEY","LDT_short",599.1724,0.35462,0.6459,2.308,3.233,6,6,1.75,1.9,1.45,1.7,1,2,2.107,2.894
"ROACH_MOTEL","LDT_short",640.3333,0.24339,0.49259,2.134,2.967,5,5,1.8,1.8,1.5,2.2,1,2,1.869,2.672
"BROTHER_MOTHER","LDT_short",620.3438,0.61141,0.95631,4.161,4.389,7,6,1.9,1.8,1.9,1.7,2,2,3.579,3.745
"SPIT_MOUTH","LDT_short",666.9688,0.48648,0.57254,2.995,3.726,4,5,1.5,1.7,1.3,1.85,1,1,2.871,3.48
"PHYSICIAN_NEEDLE","LDT_short",655.1563,0.18868,0.60348,2.497,2.785,9,6,3.45,2.15,2.45,1.65,3,2,2.373,2.636
"COUSIN_NEPHEW","LDT_short",660.1613,0.59449,0.94845,3.397,2.928,6,6,2.3,2.8,1.85,3.45,2,2,3.018,2.678
"PATIENT_NURSE","LDT_short",579.8485,0.6046,0.98365,3.511,3.361,7,5,2.25,1.8,2,1.65,2,1,3.165,3.041
"SPONGE_OCEAN","LDT_short",697.8065,0.25237,0.69303,2.535,3.189,6,5,2.05,1.95,1.95,1.7,1,2,2.358,2.936
"OVAL_OFFICE","LDT_short",626,0.19832,0.64459,1.845,4.017,4,6,1.8,2.5,1.8,2,2,2,1.724,3.599
"GARLIC_ONION","LDT_short",615.5806,0.57797,0.95764,2.487,2.337,6,5,2.85,1.85,2.55,2.2,2,2,2.286,2.185
"TIGER_ORANGE","LDT_short",726.6875,0.1522,0.58003,2.976,3.057,5,6,1.7,1.85,1.55,1.95,2,2,2.645,2.836
"REFRIGERATOR_OVEN","LDT_short",755.2581,0.379,0.89993,2.631,2.657,12,4,4.25,1.6,5.35,1.85,5,2,2.498,2.521
"PEARL_OYSTER","LDT_short",720.0313,0.35808,0.83726,2.903,2.196,5,6,1.7,1.9,1.35,1.85,1,2,2.484,2.017
"CUFF_PANTS","LDT_short",626.8387,0.38479,0.82982,2.465,3.477,4,5,1.7,1.55,1.15,1.75,1,1,2.377,3.248
"PEAR_PEACH","LDT_short",649.0938,0.43267,0.68697,1.839,2.512,4,5,1,1.55,1,1.25,1,1,1.653,2.328
"PIKE_PEAK","LDT_short",706.4375,0.19582,0.63712,2.371,2.483,4,4,1.35,1.3,1,1,1,1,1.903,2.334
"ELEPHANT_PEANUT","LDT_short",671.1563,0.16937,0.66452,2.764,2.8,8,6,3.25,2.6,2.5,2.75,3,2,2.498,2.56
"ERASER_PEN","LDT_short",602.0938,0.42966,0.57624,1.716,3.101,6,3,1.85,1,1.85,1,3,1,1.462,2.912
"PAPER_PENCIL","LDT_short",694.0313,0.48249,0.77437,3.722,2.702,5,6,1.6,2.5,1.5,1.8,2,2,3.42,2.593
"CLERK_PERSON","LDT_short",582.2813,0.14409,0.91471,2.819,4.036,5,6,1.9,1.85,1.8,2,1,2,2.608,3.673
"STYLE_PERSONALITY","LDT_short",626.4688,0.28269,0.61577,3.186,2.91,5,11,1.8,3.6,1.6,4.85,1,5,3.044,2.752
"IVORY_PIANO","LDT_short",714.6563,0.15616,0.71126,1.857,3.103,5,5,2.3,1.95,2.15,2.1,3,3,1.806,2.777
"ICE_PICK","LDT_short",670.1875,0.26057,0.57018,3.608,4.005,3,4,1.45,1.15,1,1,1,1,3.296,3.675
"AIRCRAFT_PILOT","LDT_short",679.3438,0.53242,0.7252,2.684,3.134,8,5,3.6,1.85,3.65,1.65,2,2,2.322,2.754
"PEOPLE_PLACE","LDT_short",653.0625,0.41113,0.67063,4.75,4.488,6,5,2.3,1.55,1.8,1.4,2,1,3.897,3.862
"BUFFALO_PLAIN","LDT_short",700.4848,0.13304,0.69044,2.784,3.047,7,5,3.1,1.7,2.75,1.2,3,1,2.405,2.921
"LUGGAGE_PLANE","LDT_short",564.3438,0.39739,0.70315,2.754,3.688,7,5,2.95,1.4,2.7,1.2,2,1,2.574,3.228
"ORCHID_PLANT","LDT_short",622,0.31457,0.89224,2.045,3.149,6,5,2.75,1.55,2.05,1.6,2,1,1.681,2.92
"BOWL_PLATE","LDT_short",663.6364,0.39511,0.59208,3.039,3.117,4,5,1.35,1.5,1,1.25,1,1,2.834,2.967
"SOCKET_PLUG","LDT_short",703.3939,0.43172,0.93008,1.919,2.726,6,4,1.7,1.75,1.6,1.5,2,1,1.887,2.599
"STEEPLE_POINT","LDT_short",621.1563,0.041966,0.73808,1.342,4.082,7,5,2.2,1.75,1.85,1.8,2,1,1.23,3.716
"NAIL_POLISH","LDT_short",651.6667,0.41749,0.79403,2.979,2.694,4,6,1.25,2,1,1.9,1,2,2.852,2.513
"CHIPS_POTATO","LDT_short",552.4063,0.47303,0.92386,2.919,2.761,5,6,1.6,2.5,1.55,2.8,1,3,2.728,2.587
"BEAT_POUND","LDT_short",684.5,0.26733,0.77957,3.827,2.851,4,5,1,1.55,1,1.4,1,1,3.504,2.694
"CHAPEL_PRIEST","LDT_short",787.9032,0.39199,0.71209,2.61,3.126,6,6,1.95,1.95,1.85,1.75,2,1,2.243,2.719
"NEWSPAPER_PRINT","LDT_short",626.8438,0.40808,0.81027,3.082,3.008,9,5,3.6,1.75,3.6,1.7,3,1,2.877,2.804
"INMATE_PRISON","LDT_short",602.125,0.63203,0.83269,2.14,3.527,6,6,2,1.9,2.3,1.8,2,2,1.898,3.184
"DETECTIVE_PRIVATE","LDT_short",665.3939,0.38837,0.89501,3.494,3.588,9,7,2.4,2.5,2.3,2.25,3,2,2.995,3.354
"PLUM_PUDDING","LDT_short",683.3226,0.46448,0.84428,2.243,2.498,4,7,1.6,1.85,1.5,1.55,1,2,2.053,2.303
"MULE_PULL","LDT_short",698.5484,0.22412,0.82596,2.555,3.873,4,4,1.6,1.3,1.7,1,1,1,2.33,3.566
"STUMP_PUZZLE","LDT_short",571.9063,0.10421,0.78262,2.1,2.574,5,6,1.75,1.85,1.7,1.7,1,2,1.909,2.396
"MOUSSE_RAT","LDT_short",671.9375,0.19097,0.59051,1.778,3.221,6,3,2.05,1,1.15,1,1,1,1.643,2.974
"TAPE_RECORD","LDT_short",644.1875,0.43062,0.86811,3.546,3.64,4,6,1.25,1.9,1.25,1.85,1,2,3.172,3.38
"BARRIER_REEF","LDT_short",757.7813,0.4308,0.59577,2.24,2.312,7,4,1.9,1.7,1.9,1,2,1,2.072,1.903
"FISHING_REEL","LDT_short",780.8438,0.34211,0.66435,3.081,2.223,7,4,1.95,1.35,1.8,1,2,1,2.822,2.045
"UMPIRE_REFEREE","LDT_short",790.625,0.57136,0.94074,1.74,2.265,6,7,2.4,2.45,2.45,3,2,3,1.491,2.029
"FREEZER_REFRIGERATOR","LDT_short",726.6563,0.5925,0.98427,2.422,2.631,7,12,2.1,4.25,1.8,5.35,2,5,2.332,2.498
"SADDLE_RIDE","LDT_short",549.3226,0.48567,0.80484,2.602,3.839,6,4,1.7,1,1.35,1,2,1,2.425,3.494
"MISSILE_ROCKET","LDT_short",674.625,0.46426,0.95235,2.827,2.782,7,6,2.4,1.6,1.7,1.65,2,2,2.318,2.461
"CARDINAL_RULE","LDT_short",579.2121,0.18527,0.67612,2.32,3.39,8,4,2.55,1.5,2.75,1,3,1,1.935,3.186
"EMPEROR_RULER","LDT_short",619.5,0.51852,0.68479,2.84,2.212,7,5,2.9,1.8,3.15,1.7,3,2,2.267,2.143
"POTATO_SALAD","LDT_short",584.3438,0.42464,0.88363,2.761,2.939,6,5,2.5,1.95,2.8,1.85,3,2,2.587,2.769
"SHOVEL_SAND","LDT_short",560.9688,0.33206,0.59975,2.544,3.015,6,4,1.85,1.2,1.8,1,2,1,2.403,2.792
"TUNA_SANDWICH","LDT_short",694.9032,0.50354,0.68138,2.612,3.049,4,8,1.9,3.7,1.75,2.85,2,2,2.389,2.874
"PLATE_SAUCER","LDT_short",754.1935,0.30113,0.61989,3.117,2.149,5,6,1.5,1.8,1.25,1.85,1,2,2.967,1.863
"GUARD_SECURITY","LDT_short",721.25,0.50928,0.64845,3.473,3.682,5,8,1.95,2.8,1.25,3.35,1,4,3.196,3.311
"RAM_SHEEP","LDT_short",628.5,0.29548,0.97352,2.517,2.836,3,5,1,1.6,1,1,1,1,2.297,2.594
"SNAIL_SHELL","LDT_short",722.375,0.33373,0.89916,1.959,2.829,5,5,1.8,1.55,1.65,1,1,1,1.74,2.606
"PORT_SHIP","LDT_short",628.0938,0.46375,0.65317,2.87,3.703,4,4,1.25,1.45,1.1,1,1,1,2.583,3.066
"BOX_SHOE","LDT_short",568.3438,0.33922,0.76715,3.661,3.191,3,4,1.4,1.4,1.05,1,1,1,3.372,2.951
"SLEEVE_SHORT","LDT_short",603.9063,0.2062,0.76765,2.458,3.64,6,5,2,1.45,1.55,1.5,1,1,2.384,3.451
"SCOOP_SHOVEL","LDT_short",779.125,0.33634,0.56584,2.462,2.544,5,6,1.7,1.85,1.45,1.8,1,2,2.324,2.403
"SHIP_SINK","LDT_short",712.2258,0.33915,0.65119,3.703,2.937,4,4,1.45,1.05,1,1,1,1,3.066,2.811
"SNOW_SKI","LDT_short",632.625,0.46661,0.84295,3.204,2.617,4,3,1.5,1.65,1.45,1.7,1,1,2.889,2.348
"ROCKET_SKY","LDT_short",611.6364,0.28255,0.7746,2.782,3.359,6,3,1.6,1.65,1.65,1.5,2,1,2.461,3.091
"PLAYGROUND_SLIDE","LDT_short",689.303,0.22247,0.91987,2.417,2.959,10,5,4.15,1.65,3.95,1.15,2,1,2.288,2.756
"JUNIOR_SON","LDT_short",705.5625,0.34941,0.78085,3.261,4.321,6,3,2.55,1,2.5,1,2,1,2.913,3.712
"STEW_SOUP","LDT_short",641.25,0.61138,0.96876,2.517,3.109,4,4,1.55,1.7,1.35,1,1,1,2.328,2.883
"PARSLEY_SPICE","LDT_short",662.0313,0.21396,0.72696,1.643,2.433,7,5,2.5,1.5,1.8,1.35,2,1,1.532,2.209
"BUG_SPIDER","LDT_short",746.6875,0.38344,0.93733,3.029,2.713,3,6,1.05,1.95,1,1.8,1,2,2.766,2.365
"BROCCOLI_SPINACH","LDT_short",830.4375,0.5329,0.93258,2.068,2.117,8,7,3.85,2.9,2.8,2.75,3,2,1.839,1.959
"WRESTLING_SPORT","LDT_short",606.7097,0.35863,0.92709,2.65,3.007,9,5,2.65,1.5,1.9,1.65,2,1,2.362,2.824
"BOUILLON_SQUARE","LDT_short",801.2188,0.14908,0.52231,0.903,3.21,8,6,3.7,1.85,2.9,1.8,2,1,0.778,3.031
"RACCOON_SQUIRREL","LDT_short",699.3636,0.42752,0.85433,1.869,2.447,7,8,3,2.85,2.1,3.35,2,2,1.708,2.22
"PLATFORM_STAGE","LDT_short",662.0313,0.14084,0.64529,2.497,3.366,8,5,3.35,1.45,3.75,1.75,2,1,2.35,3.071
"ELEVATOR_STAIR","LDT_short",639.2581,0.41797,0.84972,3.095,1.845,8,5,2.75,1.75,2.95,1.25,4,1,2.831,1.663
"STICK_STONE","LDT_short",745.5806,0.19039,0.63011,3.695,3.317,5,5,1.5,1.45,1,1.15,1,1,3.477,2.973
"TRUNK_STORAGE","LDT_short",596.0968,0.28565,0.84246,3.005,2.656,5,7,1.85,2.55,1.8,2.5,1,2,2.75,2.514
"KETTLE_STOVE","LDT_short",589,0.38736,0.78564,2.158,2.589,6,5,1.85,1.55,1.3,1.55,2,1,2.079,2.452
"BELT_STRAP","LDT_short",649.9688,0.41721,0.97871,3.095,2.422,4,5,1.3,1.7,1,1.7,1,1,2.924,2.338
"CROSS_STREET","LDT_short",672.5,0.19273,0.79998,3.448,3.878,5,6,1.7,1.95,1.75,1.6,1,1,3.231,3.533
"STRAND_STRING","LDT_short",656.3871,0.19477,0.5373,1.978,2.811,6,6,1.9,1.6,1.8,1.25,1,1,1.813,2.704
"DESK_STUDY","LDT_short",566.9697,0.14219,0.61432,3.35,3.398,4,5,1.8,1.85,1.75,1.7,1,2,3.148,3.152
"VESSEL_SUBMARINE","LDT_short",776.8125,0.40313,0.52121,2.679,2.56,6,9,2.1,3.15,1.7,4.45,2,3,2.396,2.149
"MAPLE_SUGAR","LDT_short",535.871,0.21461,0.63816,2.22,3.285,5,5,1.9,1.95,1.9,1.9,2,2,1.964,3.06
"DINER_SUPPER","LDT_short",710.0938,0.32528,0.61807,2.801,2.995,5,6,1.6,1.85,1.6,1.65,2,2,2.508,2.772
"SURGEON_SURGERY","LDT_short",784.4063,0.72504,0.97651,2.924,3.218,7,7,2.5,2.35,1.95,3.1,2,3,2.7,2.886
"HINGE_SWING","LDT_short",596.0625,0.26443,0.6714,1.477,3.123,5,5,1.75,1.35,1.75,1.1,1,1,1.447,2.933
"DAGGER_SWORD","LDT_short",602.3939,0.56687,0.94242,2.401,3.126,6,5,1.9,1.8,1.9,1,2,1,2.041,2.666
"SAP_SYRUP","LDT_short",646.2188,0.20067,0.83939,2.253,2.417,3,5,1,2.35,1,1.9,1,2,2.124,2.199
"SEAT_TABLE","LDT_short",571.2813,0.40257,0.93657,3.604,3.731,4,5,1,1.55,1,1.5,1,2,3.388,3.461
"CABOOSE_TAIL","LDT_short",614.9677,0.23512,0.49018,1.491,3.086,7,4,2.7,1.2,2.1,1,2,1,1.415,2.915
"BUS_TAXI","LDT_short",629.0938,0.60935,0.88947,3.578,3.12,3,4,1.15,1.85,1,1.65,1,2,3.189,2.824
"PITCHER_TEA","LDT_short",690.9063,0.15943,0.7899,2.22,3.476,7,3,1.85,1.4,1.7,1,2,1,2.033,3.149
"CORD_TELEPHONE","LDT_short",575.4545,0.20716,0.84843,2.555,3.218,4,9,1.3,3.25,1,3.25,1,3,2.423,2.993
"SYNAGOGUE_TEMPLE","LDT_short",669.875,0.38869,0.9621,1.699,2.952,9,6,4.3,1.95,3.5,1.95,3,2,1.505,2.613
"PLAYER_TENNIS","LDT_short",573.7813,0.40803,0.84608,3.285,2.843,6,6,1.75,2.3,1.8,1.75,1,2,3.014,2.606
"SEAM_THREAD","LDT_short",684.1563,0.24547,0.70907,1.532,2.422,4,6,1.15,1.85,1,1.5,1,1,1.491,2.324
"THIMBLE_THUMB","LDT_short",605.4516,0.30188,0.83406,1.176,2.781,7,5,2.65,1.9,1.85,1.15,2,1,1.114,2.607
"STRING_TIE","LDT_short",626,0.39657,0.64708,2.811,3.356,6,3,1.6,1.05,1.25,1,1,1,2.704,3.17
"LEOPARD_TIGER","LDT_short",592.1667,0.49009,0.79607,2.442,2.976,7,5,2.65,1.7,1.6,1.55,2,2,1.929,2.645
"ROOF_TILE","LDT_short",624.5625,0.40261,0.83905,3.26,2.037,4,4,1.55,1.1,1.05,1,1,1,3.06,1.898
"MUFFIN_TOAST","LDT_short",581.5625,0.30686,0.95946,2.474,3.232,6,5,2.4,1.85,2.15,1.4,2,1,2.19,3.043
"HEEL_TOE","LDT_short",596.1818,0.51055,0.80934,2.578,2.812,4,3,1.5,1,1,1,1,1,2.45,2.588
"SQUASH_TOMATO","LDT_short",719.4516,0.30981,0.92514,2.35,2.48,6,6,1.9,2.7,1.65,2.75,1,3,2.212,2.31
