"Participant","VersionNum","VersionHand","Age","Gender","NAART","EHI","EHI_LRA","mean_c","mu_c","sig_c","tau_c","mean_a","mu_a","sig_a","tau_a","zr","a","v_abs","v_con","t0","st0"
254,4,"R","66","F",28,0.7692,"R",1.05174398249453,0.668505403594492,0.0835131833648888,0.383183516006771,1.11721982758621,0.750959447881438,0.089762414681628,0.366309238361554,0.5882,1.9927,-1.956,1.5438,0.5351,0.1767
255,5,"R","19","M",22,0.8261,"R",1.24639168490153,0.709583619661998,0.0961094264910172,0.53671688477046,1.39580434782609,0.799920930970896,0.122624268684556,0.596033547823675,0.5484,1.8064,-1.3002,1.266,0.6639,0.4228
256,6,"R","20","M",11,0.9167,"R",0.729152777777778,0.584121867158167,0.0662004851731382,0.145027018069707,0.850247126436782,0.644255992055568,0.0451382372555577,0.205981765570136,0.6111,1.0683,-1.317,1.3802,0.5564,0.2267
257,7,"R","33","M",31,0.9,"R",0.907321888412017,0.661574606839539,0.0589767216424633,0.245700269396645,1.0175010989011,0.767327600479683,0.0622311057780848,0.250186691927078,0.6207,1.6952,-2.1604,1.6685,0.5831,0.1518
258,8,"R","26","M",22,0.3077,"R",0.896551487414188,0.630832700905746,0.0431910327481944,0.265683316627808,0.906463675213675,0.653147743956424,0.0452597756046531,0.253331741694182,0.5576,1.5002,-1.9687,1.2876,0.5413,0.0675
259,9,"R","20","M",14,0.8333,"R",1.00024406047516,0.647950742651483,0.0656160455772819,0.352304839569169,1.24073236009732,1.00967219596321,0.252865153071396,0.231090309026664,0.6451,1.79,-1.061,1.1796,0.5876,0.2564
261,1,"L","22","M",24,-0.5238,"L",0.926057471264368,0.602344592458545,0.0705750925260976,0.323709326225325,1.01902702702703,0.711806733994668,0.15152036822008,0.307259567701505,0.6207,1.6691,-1.702,1.1319,0.5281,0.3655
262,2,"R","28","F",8,0.7692,"R",0.847151219512195,0.666540872433245,0.148416299289429,0.180656517690386,0.924377717391304,0.733057870816129,0.113951348773359,0.191343958533141,0.5909,1.2591,-1.3972,1.013,0.5827,0.3252
263,3,"R","17","M",8,0.6923,"R",0.889690594059406,0.667914803026998,0.0925597956356996,0.221763306292667,0.931156479217604,0.705748135088321,0.0798289063352081,0.225420728075054,0.5714,1.2316,-1.4503,0.9152,0.6193,0.248
264,4,"R","20","F",8,0.6923,"R",0.830216783216783,0.553032426310538,0.0620200306666305,0.277205748767344,0.893024064171123,0.626906445532607,0.0801348365223421,0.266125195893338,0.5217,1.3762,-0.9344,1.2164,0.4912,0.1864
265,5,"R","19","F",7,0.76,"R",1.10092708333333,0.836611628794341,0.131797344038507,0.264290329242595,1.05633414043584,0.786120454013079,0.131438581157028,0.270198013613441,0.5,1.3141,-1.1229,0.3564,0.7006,0.3631
266,6,"R","19","F",18,0.9167,"R",0.863993273542601,0.517456564021261,0.053739224336324,0.346491655124563,1.00547727272727,0.614214970120452,0.0690545640677166,0.391262201731321,0.5925,1.5857,-1.2851,1.2368,0.4546,0.2244
267,7,"R","26","M",16,0.7692,"R",0.719736383442266,0.523761437405348,0.0473597466925981,0.195961766181724,0.872920289855072,0.614949796369131,0.0544382959237067,0.257927760627821,0.625,1.4233,-1.6197,1.7427,0.4685,0.1125
268,8,"R","20","M",21,0.0435,"R",1.17403947368421,0.85378317243844,0.148003587192345,0.320218490290246,1.2843537414966,0.983116915629791,0.167750532462374,0.301388437439478,0.5862,1.6728,-1.5552,1.4042,0.7665,0.467
269,9,"R","21","F",14,0.6154,"R",0.918435267857143,0.64825591512986,0.0624346477091423,0.270240881335139,1.01585135135135,0.692049122390769,0.0605376641916018,0.323727761404311,0.5714,1.6378,-1.509,1.5523,0.5469,0.1611
270,10,"L","20","F",8,0,"A",0.984238770685579,0.601058429610052,0.070665535866435,0.383193885790406,1.01523623853211,0.651481359535493,0.0801355609166218,0.363680179024204,0.5714,1.6691,-1.4756,1.0538,0.5081,0.1613
271,1,"R","23","M",22,0.8182,"R",0.907938073394495,0.577925523706616,0.0733681804659767,0.330074778827941,1.07438337182448,0.645446763252629,0.063600785592593,0.428996518143609,0.5967,1.8284,-1.4972,1.4008,0.4648,0.1943
272,2,"R","23","M",26,0.9231,"R",1.17118918918919,0.743134306825003,0.0851675124319597,0.42804064704003,1.34263537117904,0.863073368521359,0.109690999720507,0.479536486680945,0.606,1.9286,-1.7475,1.5241,0.6728,0.4439
273,3,"R","26","F",24,1,"R",0.771158940397351,0.599242861574831,0.0734035372330952,0.171937123797785,0.822973392461197,0.652482749803469,0.0720359978066721,0.170506099982617,0.6136,1.2651,-2.3244,1.6508,0.5454,0.1916
274,4,"R","20","F",17,0.3333,"R",0.938666666666667,0.619242534650527,0.0621441662351578,0.319411947970786,0.949513333333333,0.630633047955044,0.0515625465079786,0.318905079908328,0.5576,1.5517,-1.6114,1.0944,0.5216,0.1538
275,5,"R","21","F",10,1,"R",0.961467980295566,0.649111806147295,0.0459907462859406,0.312337361240111,1.0597152173913,0.806971959768959,0.126365016356107,0.25276194324617,0.7321,1.6128,-2.6008,0.5053,0.6462,0.3387
276,6,"R","20","F",18,0.7143,"R",0.932291390728477,0.620328944235003,0.0495457386063342,0.31197569002718,0.977642533936652,0.647339436336656,0.0594859149408933,0.330309974226148,0.537,1.6015,-1.5529,1.6094,0.5251,0.0675
277,7,"R","21","M",8,0.4286,"R",1.20962611275964,0.817156825127608,0.141570998458321,0.392385150210451,1.22535813953488,0.776366890030672,0.127356107840261,0.449115391780693,0.5961,1.5176,-1.3886,0.2364,0.7263,0.5686
278,8,"R","22","M",25,0.9167,"R",1.07228082191781,0.645167873655685,0.0676888667989959,0.427207033155393,1.14895623632385,0.642001875710064,0.0631919408530571,0.506931929647344,0.5606,1.9033,-1.4184,1.3634,0.5071,0.2319
279,9,"R","29","F",18,0.8182,"R",1.02876444444444,0.630165509088896,0.0680268023799754,0.398486166983177,1.31272072072072,1.03521345627638,0.299124394459096,0.277418553799454,0.7222,2.0873,-1.8662,1.2451,0.6009,0.4423
280,10,"R","22","F",24,1,"R",0.945613390928726,0.618193560174945,0.0698825787122971,0.32736627453129,1.01715964523282,0.638221655733119,0.0533057867911282,0.378937921193793,0.5166,1.7758,-1.4928,1.643,0.4857,0.0815
281,1,"R","19","F",9,1,"R",0.955186813186813,0.653089865895594,0.0616309410298168,0.302234841317209,1.03428442437923,0.752622225047502,0.102746565225757,0.281682713473321,0.5892,1.625,-1.6189,1.3869,0.5829,0.2175
282,2,"R","18","M",5,0.7692,"R",0.617737226277372,0.486828248945355,0.052029843430057,0.130907384586593,0.664246341463415,0.485556503696049,0.0426325614060574,0.178687259511952,0.6176,1.0249,-2.0739,1.3789,0.4445,0.1725
283,3,"R","18","M",14,0.8,"R",0.871814898419865,0.662001437971251,0.0820048115118524,0.209809779489338,0.948228571428571,0.672348264256613,0.0701646465729115,0.275856710755137,0.5577,1.5031,-1.7772,1.7264,0.5577,0.2086
284,4,"R","26","M",22,0.68,"R",1.13189719626168,0.672522506181007,0.0887125942640672,0.459394360403874,1.11892207792208,0.696273091885853,0.0996300285816192,0.422646045038857,0.5517,1.6691,-1.634,1.2235,0.5902,0.3426
285,5,"R","19","M",20,1,"R",1.29045476772616,0.682237713810288,0.085301846952186,0.608122715195368,1.55056354916067,1.3722507408325,0.592922038146512,0.178239227353983,0.7096,1.8008,-1.6951,0.7933,0.7183,0.9757
286,6,"R","22","F",13,0.6154,"R",1.03614824120603,0.754647739869608,0.155554400732656,0.28156149848806,1.0221075794621,0.743244219168698,0.148824913549032,0.278905896779804,0.5,1.4594,-1.1464,0.9605,0.6138,0.3264
287,7,"R","28","F",15,0.8182,"R",1.00340481400438,0.668591177528727,0.0656233287822138,0.334795855645568,1.08057362637363,0.682219245839699,0.0651258112117597,0.398329766301643,0.5517,1.7025,-1.4894,1.5049,0.5576,0.1925
288,8,"R","21","F",9,0.5385,"R",0.862215025906736,0.716474261790658,0.0956487497551213,0.145724731493598,0.880995037220844,0.70845803727893,0.105196502107051,0.172539732861502,0.5277,1.0534,-1.3598,1.2151,0.6425,0.2873
289,9,"R","25","M",12,0.76,"R",1.28238442211055,0.769506390320712,0.0962013068996156,0.512971298039929,1.33692056074766,0.883888101138069,0.161175520368467,0.452897780968584,0.6206,1.6691,-1.4215,0.8129,0.7262,0.4829
290,10,"R","20","M",23,0.6,"R",0.921273148148148,0.629368029999243,0.0710532972083942,0.291893880450186,0.97729954954955,0.634733607104788,0.0619639148435762,0.34251736096251,0.574,1.5968,-1.601,1.2941,0.5252,0.1927
291,1,"R","21","M",6,0.7273,"R",1.25533802816901,0.644965118753772,0.0668798405139379,0.61042910279954,1.24212264150943,0.6298914231682,0.075804034941865,0.612261185446432,0.5,1.7869,-0.9798,1.0987,0.5421,0.3852
292,2,"R","19","F",18,0.6923,"R",0.808108843537415,0.595059078273739,0.0636021114885269,0.213075246879976,0.885364485981308,0.690915828687007,0.0823434383966528,0.194445525354222,0.625,1.3916,-1.886,1.3355,0.5433,0.1904
293,3,"R","19","M",18,0.9048,"R",0.905953703703704,0.622967758079748,0.0640806401867818,0.282931358224238,0.972803357314149,0.667423362170591,0.0759305691748834,0.305460019035551,0.58,1.4411,-1.3335,1.106,0.5605,0.2417
294,4,"R","18","M",19,0.6923,"R",0.696052391799544,0.620195932852839,0.061538822305933,0.0758587991330749,0.708677419354839,0.619794378325105,0.0622538195484401,0.0888757817979167,0.5,0.8425,-1.5819,2.5482,0.5741,0.165
295,5,"L","22","M",9,-0.6154,"L",0.872282051282051,0.591626697231645,0.0632435356744623,0.280733979003272,0.961608374384236,0.652392446500386,0.0538921948514322,0.309218421167833,0.5999,1.4538,-1.3692,1.0938,0.5328,0.1558
296,6,"R","19","F",7,1,"R",1.31040180586907,0.817244105977473,0.150825480051636,0.493246708432388,1.38618611987382,0.936932555513535,0.200610939498883,0.449191286516192,0.4423,1.5141,-0.29,1.3681,0.7915,0.6487
297,7,"R","23","M",18,0.9091,"R",0.980804824561403,0.713099064721517,0.110547532342155,0.267748202418072,1.08632739420935,0.817496391278,0.115279441326615,0.268895207346379,0.625,1.6512,-1.8711,1.4003,0.6278,0.2844
298,8,"R","21","F",26,1,"R",0.727514412416851,0.590343335211484,0.0598708747983829,0.137161345085806,0.720312638580931,0.580946490823749,0.0551677057461345,0.139362890903933,0.4737,1.1123,-1.8145,2.2377,0.5229,0.1332
299,9,"R","20","F",6,0.9231,"R",0.940371273712737,0.615025480203473,0.108594576181574,0.325383316190121,0.940357682619647,0.610281295454227,0.133043379566169,0.330117581299617,0.5399,1.435,-1.0106,0.7214,0.5142,0.4121
300,10,"R","25","M",16,0.8462,"R",1.64863920454545,0.711999468216286,8.60529484281608e-09,0.936881576456711,1.84477777777778,1.74625968290255,0.546932780977124,0.0985417411619739,0.7326,2.5221,-4.1817,2.1211,1.0443,1.1453
301,1,"R","20","M",26,0.6364,"R",0.864167372881356,0.606401711775923,0.0458945007940407,0.257727471338097,0.97821797752809,0.669105785447319,0.055153091752624,0.309095368181893,0.5714,1.6554,-1.6171,1.7996,0.5171,0.0525
302,9,"R","18","F",14,0.8182,"R",0.899784722222222,0.5802109015529,0.064135534260724,0.319583306764565,1.01368380462725,0.674107645479183,0.0858122284235667,0.33955940409472,0.6153,1.5421,-1.0663,1.0987,0.5191,0.2175
303,3,"R","26","F",7,0.5833,"R",1.42493255813953,0.867368758756253,0.22890306107909,0.557648908658233,1.50693623188406,0.830533720524754,0.141012171198653,0.676750658555404,0.3966,1.6691,-0.2083,1.3425,0.7498,0.581
305,9,"R","33","M",27,0.52,"R",0.965756871035941,0.593551036428533,0.0566340559509967,0.372159286155301,1.06110204081633,0.722625730071501,0.12419861116779,0.338521925211784,0.5862,1.7237,-1.5485,1.4283,0.5445,0.3023
306,9,"R","18","M",18,0.3333,"R",1.13576682692308,0.666167584882532,0.108822205130933,0.469589436382978,1.26485714285714,0.782312388408244,0.126140839274682,0.482507638149066,0.6406,1.8586,-1.5754,0.8346,0.586,0.3783
307,7,"R","22","M",9,0.7273,"R",1.24619186046512,0.785014457258396,0.128842425325937,0.461208556782123,1.24564479638009,0.736687738559425,0.0793126349840067,0.508862758420868,0.5577,1.4934,-1.5097,0.404,0.7427,0.5622
309,5,"L","19","F",6,-0.7143,"L",1.06012195121951,0.64723879656447,0.080589983264869,0.412912802422463,1.08067848699764,0.644830221454526,0.0713340695336413,0.435867258257962,0.5555,1.6021,-1.2504,0.9526,0.5502,0.2325
310,10,"R","22","F",18,1,"R",0.914971046770601,0.576762790909003,0.0680527111847056,0.338189023624379,1.03933495145631,0.6672350105236,0.0865317494857602,0.372051786545906,0.5892,1.6422,-1.3545,1.325,0.5014,0.185
311,9,"R","19","F",22,1,"R",0.790586956521739,0.525904867451932,0.0488794561195136,0.264687528782554,0.867390022675737,0.60965087293371,0.088575373151385,0.257739031265983,0.5535,1.6143,-1.6759,1.7924,0.4347,0.2333
312,2,"R","19","F",23,0.913,"R",0.55217380952381,0.477026236141362,0.0635717002622345,0.0751429227965234,0.590595588235294,0.519896880566375,0.0674049184961942,0.0706958220766634,0.6666,0.8492,-2.7642,1.3549,0.4434,0.1444
314,4,"R","19","F",4,0.9048,"R",0.875583333333333,0.563659425808786,0.0610675022284005,0.311890159765357,1.02048086124402,0.66722676616088,0.0759991077075191,0.353246217987358,0.6249,1.6208,-1.4271,1.2079,0.495,0.1364
315,9,"R","22","F",19,0.7273,"R",0.822866812227074,0.616452857263607,0.0569453725699074,0.20643359652756,0.924069047619048,0.690588344368159,0.0631215042492214,0.233490746454936,0.625,1.4116,-1.6418,1.5954,0.5674,0.1931
316,1,"R","22","F",11,0.52,"R",1.00865237020316,0.664346938505935,0.074966642992823,0.344193308616154,1.0673137755102,0.726233981847898,0.0780130398870135,0.341065203805545,0.5384,1.5447,-0.9485,1.2087,0.5881,0.1874
317,9,"R","19","F",14,0.8462,"R",0.751969696969697,0.530642722456464,0.0759721149073949,0.221323914098125,0.778923456790123,0.562041614246614,0.0829756472598459,0.216848856956486,0.5952,1.244,-1.6844,0.9746,0.4714,0.2168
319,9,"R","22","F",20,1,"R",0.926356371490281,0.663237789078097,0.0455852284244279,0.263102651041532,1.04836551724138,0.779210178523963,0.0949775309028333,0.26916949473191,0.6071,1.632,-1.5429,1.524,0.5825,0.0914
320,10,"R","29","M",21,0.5385,"R",0.989518099547511,0.633820707852631,0.086256217820035,0.355737357386193,1.00022068965517,0.603316879599034,0.0760196600448348,0.396985274360574,0.5,1.6139,-1.0716,1.1356,0.5118,0.0661
321,1,"R","19","F",11,0.6154,"R",0.750325,0.54288563411102,0.0468592941978191,0.207447518514698,0.76770197044335,0.564146507556288,0.0614593490229375,0.203554433293121,0.5499,1.1503,-1.4428,1.2014,0.4937,0.1852
322,2,"R","19","F",12,0.8261,"R",0.925134259259259,0.624574662847035,0.073086411033946,0.300573035122787,0.973273631840796,0.654217056918122,0.114224840516708,0.319066482861981,0.5199,1.4538,-1.0347,1.332,0.5391,0.2399
323,9,"R","20","F",17,0.3077,"R",1.03734389140271,0.64316319944095,0.104886813986032,0.39417590597479,1.05519302325581,0.668017281080524,0.134487961108836,0.387188879578551,0.5178,1.6163,-1.2377,1.3211,0.5508,0.3317
324,4,"R","20","F",16,1,"R",0.923880459770115,0.594337653142024,0.0938865789983435,0.329581908128665,1.02427272727273,0.65019152737813,0.0630889462584344,0.37403947313942,0.6111,1.5519,-1.4166,0.9334,0.5381,0.243
325,9,"L","23","M",20,-0.3846,"L",0.920767337807606,0.69600605850284,0.0819183403178823,0.224780055777942,0.952598173515982,0.743175909629507,0.0938504381327308,0.209465389705298,0.5652,1.3629,-1.7039,1.4295,0.6243,0.2076
326,6,"R","19","F",21,1,"R",0.962004535147392,0.671832155592456,0.0486465282381115,0.290111190157688,1.0599520383693,0.705983697737776,0.0666242028558952,0.354052695605632,0.5961,1.5298,-1.4004,1.2621,0.5902,0.1992
327,10,"R","19","F",11,0.8947,"R",0.747071428571429,0.662611283778136,0.0747997518533071,0.0844498115107246,0.783031630170316,0.700196112616402,0.0825648363026898,0.0828439791389607,0.6428,0.8158,-2.7196,1.1659,0.6421,0.2318
328,8,"R","19","F",11,0.3636,"R",1.12691366906475,0.587581537502998,0.0425980659925163,0.539390125391754,1.2397736318408,0.686718708682654,0.0899420713588582,0.553116218028827,0.6034,1.696,-1.2354,1.0008,0.5738,0.5391
329,1,"R","18","F",11,0.84,"R",0.9369375,0.550569310855987,0.0513041949360667,0.386416690871922,1.13809090909091,0.71268275421367,0.0909750111034489,0.425418071695369,0.6551,1.6691,-1.3484,0.77,0.5108,0.1194
330,4,"R","21","M",22,0.9091,"R",0.906711538461539,0.704863991729131,0.0825157222516622,0.201883541370862,0.934751111111111,0.747652156386032,0.100385738281875,0.187068667536899,0.619,1.2006,-2.2529,0.9647,0.6753,0.3174
331,4,"R","66","F",33,1,"R",0.760843010752688,0.633803942603212,0.0669674150646377,0.127041905080842,0.832837378640777,0.710736243599388,0.0607952890304823,0.122068474596968,0.6499,1.1908,-2.3011,2.1363,0.5975,0.2171
332,5,"R","22","F",19,0.9048,"R",1.02842047930283,0.565154772142076,0.0558300407029172,0.463264687255228,1.15569383259912,0.650720839580657,0.0686762116599032,0.504918128008309,0.5908,1.9433,-1.5595,1.4098,0.4565,0.0975
333,10,"R","19","F",8,0.9231,"R",1.01745977011494,0.590918694105882,0.059704277080208,0.426653500259795,0.96975,0.602346999724302,0.0420962882824115,0.367396874315767,0.5,1.5075,-1.0193,0.5523,0.5155,0.1125
334,1,"R","19","F",14,0.7143,"R",0.965979166666667,0.633348909201629,0.0857857170900927,0.332625888432212,1.03603636363636,0.660102479392461,0.0945730107266999,0.375952293482289,0.5862,1.727,-1.4789,1.1405,0.4994,0.1858
335,4,"R","23","F",10,0.9048,"R",0.933431421446384,0.700515733229983,0.0789507656103866,0.232913446340077,0.968588636363636,0.711672820809942,0.0763914493964548,0.256910320942209,0.6136,1.2591,-2.0331,0.9486,0.6578,0.3192
336,6,"R","23","F",22,0.3846,"R",0.791640350877193,0.612292022016072,0.0564287528786863,0.179348519276318,0.804383408071749,0.628006926076497,0.0550406527397024,0.176358782588664,0.5237,1.2037,-1.7737,1.71,0.56,0.1649
337,9,"R","21","F",26,0.7143,"R",0.718231121281464,0.538077553792803,0.0475524060925449,0.180141134968461,0.73617211328976,0.563354784898191,0.048132874746587,0.172812930803679,0.5952,1.259,-2.4002,1.515,0.4803,0.1094
338,1,"R","18","F",14,0.84,"R",0.923631465517241,0.626020783731465,0.0772766296899772,0.297543458719937,1.07244103773585,0.733928516354199,0.0795783697320321,0.338562656596556,0.5861,1.7062,-1.2986,1.5395,0.5394,0.2351
339,6,"R","22","M",8,0.8,"R",1.51386363636364,1.11164577139358,0.255390735430752,0.402109841094442,1.49866315789474,1.08659091690172,0.281548315792443,0.412020031940333,0.4048,1.2006,-0.6771,2.0268,1.1206,0.9419
